Bigram,Probability
like yourself,-11.716
mother <UNK>,-11.716
mother Mrs,-11.716
mother Upon,-11.716
mother added,-11.716
mother again,-11.716
mother are,-11.716
mother before,-11.716
mother best,-11.716
mother can,-11.716
mother catching,-11.716
mother conjectured,-11.716
mother consequently,-11.716
mother considered,-11.716
mother desires,-11.716
mother did,-11.716
mother does,-11.716
mother equally,-11.716
mother ever,-11.716
mother explained,-11.716
mother felt,-11.716
mother has,-11.716
mother justly,-11.716
mother know,-11.716
mother known,-11.716
mother leaving,-11.716
mother most,-11.716
mother moved,-11.716
mother my,-11.716
mother neither,-11.716
mother never,-11.716
mother no,-11.716
mother pressed,-11.716
mother quite,-11.716
mother rather,-11.716
mother really,-11.716
mother related,-11.716
mother relating,-11.716
mother replied,-11.716
mother returned,-11.716
mother rose,-11.716
mother sat,-11.716
mother seem,-11.716
mother so,-11.716
mother still,-11.716
mother think,-11.716
mother though,-11.716
mother till,-11.716
mother towards,-11.716
mother wanting,-11.716
mother which,-11.716
mother while,-11.716
mother whom,-11.716
mother whose,-11.716
mother wished,-11.716
mother with,-11.716
into Dorsetshire,-11.717
into Fanny,-11.717
into Highbury,-11.717
into Lyme,-11.717
into Plymouth,-11.717
into again,-11.717
into alarm,-11.717
into allowing,-11.717
into as,-11.717
into asking,-11.717
into being,-11.717
into better,-11.717
into clear,-11.717
into cold,-11.717
into colder,-11.717
into contact,-11.717
into driving,-11.717
into every,-11.717
into execution,-11.717
into expenses,-11.717
into friendship,-11.717
into genius,-11.717
into gentility,-11.717
into greater,-11.717
into hysterics,-11.717
into in,-11.717
into its,-11.717
into life,-11.717
into liking,-11.717
into lodgings,-11.717
into love,-11.717
into making,-11.717
into mamma,-11.717
into misfortune,-11.717
into no,-11.717
into on,-11.717
into one,-11.717
into other,-11.717
into our,-11.717
into outward,-11.717
into parties,-11.717
into perfect,-11.717
into play,-11.717
into prudence,-11.717
into ruin,-11.717
into sad,-11.717
into so,-11.717
into that,-11.717
into their,-11.717
into this,-11.717
into two,-11.717
into vanity,-11.717
into very,-11.717
into violent,-11.717
into was,-11.717
into when,-11.717
young <eos>,-11.717
young Martin,-11.717
young Mrs,-11.717
young a,-11.717
young again,-11.717
young are,-11.717
young cousins,-11.717
young creature,-11.717
young dab,-11.717
young dog,-11.717
young fellows,-11.717
young girl,-11.717
young handsome,-11.717
young he,-11.717
young himself,-11.717
young in,-11.717
young known,-11.717
young lawyer,-11.717
young nor,-11.717
young once,-11.717
young persons,-11.717
young pretty,-11.717
young squire,-11.717
young vanity,-11.717
young when,-11.717
make <eos>,-11.718
make Admiral,-11.718
make Bath,-11.718
make Edward,-11.718
make Elinor,-11.718
make Lucy,-11.718
make MY,-11.718
make She,-11.718
make apologies,-11.718
make as,-11.718
make atonement,-11.718
make before,-11.718
make believe,-11.718
make cannot,-11.718
make comparisons,-11.718
make conquests,-11.718
make everything,-11.718
make farther,-11.718
make further,-11.718
make great,-11.718
make if,-11.718
make interesting,-11.718
make its,-11.718
make large,-11.718
make long,-11.718
make matches,-11.718
make mean,-11.718
make none,-11.718
make of,-11.718
make other,-11.718
make our,-11.718
make ourselves,-11.718
make particular,-11.718
make requisite,-11.718
make shelter,-11.718
make some,-11.718
make sure,-11.718
make that,-11.718
make themselves,-11.718
make this,-11.718
make us,-11.718
make which,-11.718
Elton Harriet,-11.719
Elton Jane,-11.719
Elton Knightley,-11.719
Elton Mrs,-11.719
Elton That,-11.719
Elton The,-11.719
Elton This,-11.719
Elton about,-11.719
Elton aside,-11.719
Elton at,-11.719
Elton began,-11.719
Elton came,-11.719
Elton cared,-11.719
Elton coolly,-11.719
Elton could,-11.719
Elton declared,-11.719
Elton detained,-11.719
Elton does,-11.719
Elton eagerly,-11.719
Elton elsewhere,-11.719
Elton engross,-11.719
Elton even,-11.719
Elton feeling,-11.719
Elton gaily,-11.719
Elton going,-11.719
Elton gone,-11.719
Elton gratitude,-11.719
Elton grew,-11.719
Elton his,-11.719
Elton how,-11.719
Elton if,-11.719
Elton immediately,-11.719
Elton insisted,-11.719
Elton it,-11.719
Elton just,-11.719
Elton knows,-11.719
Elton laughing,-11.719
Elton left,-11.719
Elton made,-11.719
Elton meant,-11.719
Elton met,-11.719
Elton my,-11.719
Elton nor,-11.719
Elton on,-11.719
Elton only,-11.719
Elton over,-11.719
Elton papa,-11.719
Elton quitted,-11.719
Elton rather,-11.719
Elton returned,-11.719
Elton said,-11.719
Elton sat,-11.719
Elton sauntering,-11.719
Elton she,-11.719
Elton so,-11.719
Elton speaking,-11.719
Elton spruce,-11.719
Elton than,-11.719
Elton that,-11.719
Elton then,-11.719
Elton they,-11.719
Elton this,-11.719
Elton thought,-11.719
Elton turned,-11.719
Elton warmly,-11.719
Elton what,-11.719
Elton whether,-11.719
Elton which,-11.719
Elton whose,-11.719
Elton will,-11.719
Elton you,-11.719
shall again,-11.72
shall and,-11.72
shall answer,-11.72
shall bring,-11.72
shall catch,-11.72
shall chuse,-11.72
shall clear,-11.72
shall convince,-11.72
shall decidedly,-11.72
shall divide,-11.72
shall enjoy,-11.72
shall explore,-11.72
shall find,-11.72
shall forgive,-11.72
shall get,-11.72
shall gradually,-11.72
shall inquire,-11.72
shall introduce,-11.72
shall keep,-11.72
shall laugh,-11.72
shall live,-11.72
shall mind,-11.72
shall miss,-11.72
shall no,-11.72
shall of,-11.72
shall often,-11.72
shall press,-11.72
shall put,-11.72
shall read,-11.72
shall really,-11.72
shall return,-11.72
shall send,-11.72
shall share,-11.72
shall sometimes,-11.72
shall spirit,-11.72
shall take,-11.72
shall then,-11.72
shall try,-11.72
shall very,-11.72
shall walk,-11.72
shall write,-11.72
shall yet,-11.72
up Anne,-11.72
up Henry,-11.72
up Jane,-11.72
up Milsom,-11.72
up One,-11.72
up The,-11.72
up There,-11.72
up Willoughby,-11.72
up afraid,-11.72
up again,-11.72
up all,-11.72
up an,-11.72
up because,-11.72
up being,-11.72
up directly,-11.72
up do,-11.72
up exactly,-11.72
up excepting,-11.72
up fifteen,-11.72
up health,-11.72
up it,-11.72
up its,-11.72
up more,-11.72
up moved,-11.72
up much,-11.72
up near,-11.72
up one,-11.72
up or,-11.72
up plans,-11.72
up put,-11.72
up quite,-11.72
up said,-11.72
up she,-11.72
up should,-11.72
up surprised,-11.72
up ten,-11.72
up that,-11.72
up together,-11.72
up too,-11.72
up towards,-11.72
up we,-11.72
up when,-11.72
up who,-11.72
up wholly,-11.72
up within,-11.72
up you,-11.72
up your,-11.72
Knightley <UNK>,-11.722
Knightley Can,-11.722
Knightley Emma,-11.722
Knightley Every,-11.722
Knightley How,-11.722
Knightley It,-11.722
Knightley Jane,-11.722
Knightley Mr,-11.722
Knightley Robert,-11.722
Knightley She,-11.722
Knightley They,-11.722
Knightley This,-11.722
Knightley Were,-11.722
Knightley Who,-11.722
Knightley actually,-11.722
Knightley am,-11.722
Knightley among,-11.722
Knightley are,-11.722
Knightley ashamed,-11.722
Knightley at,-11.722
Knightley certainly,-11.722
Knightley comprehended,-11.722
Knightley connected,-11.722
Knightley consequently,-11.722
Knightley did,-11.722
Knightley do,-11.722
Knightley felt,-11.722
Knightley first,-11.722
Knightley forgetting,-11.722
Knightley from,-11.722
Knightley gave,-11.722
Knightley gravely,-11.722
Knightley grew,-11.722
Knightley hearing,-11.722
Knightley here,-11.722
Knightley how,-11.722
Knightley however,-11.722
Knightley immediately,-11.722
Knightley keeping,-11.722
Knightley know,-11.722
Knightley lately,-11.722
Knightley laughing,-11.722
Knightley looking,-11.722
Knightley loudly,-11.722
Knightley loves,-11.722
Knightley made,-11.722
Knightley marry,-11.722
Knightley more,-11.722
Knightley nearly,-11.722
Knightley never,-11.722
Knightley no,-11.722
Knightley none,-11.722
Knightley not,-11.722
Knightley now,-11.722
Knightley on,-11.722
Knightley one,-11.722
Knightley or,-11.722
Knightley particularly,-11.722
Knightley passing,-11.722
Knightley perhaps,-11.722
Knightley pleasantly,-11.722
Knightley presently,-11.722
Knightley promises,-11.722
Knightley proved,-11.722
Knightley rather,-11.722
Knightley really,-11.722
Knightley remained,-11.722
Knightley returning,-11.722
Knightley saw,-11.722
Knightley shew,-11.722
Knightley shook,-11.722
Knightley should,-11.722
Knightley smiled,-11.722
Knightley spoke,-11.722
Knightley startled,-11.722
Knightley suspected,-11.722
Knightley think,-11.722
Knightley till,-11.722
Knightley too,-11.722
Knightley took,-11.722
Knightley used,-11.722
Knightley whoever,-11.722
Knightley whom,-11.722
Knightley why,-11.722
Knightley will,-11.722
Knightley your,-11.722
after Charles,-11.723
after Christmas,-11.723
after Colonel,-11.723
after Elinor,-11.723
after I,-11.723
after Jane,-11.723
after Lucy,-11.723
after Mary,-11.723
after Willoughby,-11.723
after again,-11.723
after apologising,-11.723
after briefly,-11.723
after dancing,-11.723
after days,-11.723
after doing,-11.723
after every,-11.723
after examining,-11.723
after expressing,-11.723
after forcing,-11.723
after had,-11.723
after him,-11.723
after hour,-11.723
after its,-11.723
after listening,-11.723
after looking,-11.723
after making,-11.723
after many,-11.723
after me,-11.723
after mentioning,-11.723
after month,-11.723
after more,-11.723
after must,-11.723
after myself,-11.723
after of,-11.723
after one,-11.723
after only,-11.723
after our,-11.723
after particulars,-11.723
after parting,-11.723
after pausing,-11.723
after paying,-11.723
after persisting,-11.723
after poor,-11.723
after preventing,-11.723
after proceeding,-11.723
after running,-11.723
after so,-11.723
after staying,-11.723
after steady,-11.723
after talking,-11.723
after thanks,-11.723
after undergoing,-11.723
after waiting,-11.723
after year,-11.723
sister Elinor,-11.723
sister Hayter,-11.723
sister Henry,-11.723
sister Marianne,-11.723
sister Mrs,-11.723
sister You,-11.723
sister affected,-11.723
sister again,-11.723
sister an,-11.723
sister are,-11.723
sister aside,-11.723
sister besides,-11.723
sister c,-11.723
sister came,-11.723
sister cried,-11.723
sister determined,-11.723
sister does,-11.723
sister especially,-11.723
sister even,-11.723
sister forgot,-11.723
sister have,-11.723
sister his,-11.723
sister home,-11.723
sister ill,-11.723
sister just,-11.723
sister kindly,-11.723
sister made,-11.723
sister makes,-11.723
sister most,-11.723
sister must,-11.723
sister my,-11.723
sister need,-11.723
sister not,-11.723
sister on,-11.723
sister out,-11.723
sister over,-11.723
sister persisted,-11.723
sister sat,-11.723
sister scolded,-11.723
sister seemed,-11.723
sister seen,-11.723
sister settling,-11.723
sister slighted,-11.723
sister so,-11.723
sister still,-11.723
sister suspected,-11.723
sister therefore,-11.723
sister they,-11.723
sister though,-11.723
sister trouble,-11.723
sister turn,-11.723
sister upon,-11.723
sister very,-11.723
sister well,-11.723
sister which,-11.723
sister will,-11.723
sister wrote,-11.723
sister you,-11.723
day A,-11.725
day Charles,-11.725
day Edward,-11.725
day Elinor,-11.725
day Harriet,-11.725
day If,-11.725
day In,-11.725
day Miss,-11.725
day Never,-11.725
day No,-11.725
day a,-11.725
day about,-11.725
day abruptly,-11.725
day afforded,-11.725
day against,-11.725
day applied,-11.725
day approached,-11.725
day be,-11.725
day beyond,-11.725
day both,-11.725
day came,-11.725
day did,-11.725
day during,-11.725
day even,-11.725
day except,-11.725
day from,-11.725
day go,-11.725
day has,-11.725
day however,-11.725
day implied,-11.725
day last,-11.725
day making,-11.725
day may,-11.725
day more,-11.725
day next,-11.725
day now,-11.725
day only,-11.725
day out,-11.725
day produced,-11.725
day received,-11.725
day returned,-11.725
day said,-11.725
day still,-11.725
day succeeding,-11.725
day sun,-11.725
day this,-11.725
day though,-11.725
day together,-11.725
day took,-11.725
day were,-11.725
day whether,-11.725
day while,-11.725
day within,-11.725
day without,-11.725
day you,-11.725
And Elinor,-11.726
And Elizabeth,-11.726
And Lady,-11.726
And Lucy,-11.726
And Marianne,-11.726
And Miss,-11.726
And Sir,-11.726
And THAT,-11.726
And again,-11.726
And are,-11.726
And before,-11.726
And can,-11.726
And dear,-11.726
And drawing,-11.726
And ever,-11.726
And extremely,-11.726
And from,-11.726
And has,-11.726
And have,-11.726
And having,-11.726
And indeed,-11.726
And just,-11.726
And knowing,-11.726
And last,-11.726
And left,-11.726
And looked,-11.726
And make,-11.726
And nobody,-11.726
And on,-11.726
And one,-11.726
And poor,-11.726
And putting,-11.726
And raising,-11.726
And really,-11.726
And seriously,-11.726
And therefore,-11.726
And under,-11.726
And were,-11.726
And where,-11.726
And while,-11.726
And why,-11.726
And without,-11.726
sure Captain,-11.726
sure Edward,-11.726
sure Fanny,-11.726
sure He,-11.726
sure Louisa,-11.726
sure Mr,-11.726
sure Mrs,-11.726
sure SHE,-11.726
sure Sir,-11.726
sure What,-11.726
sure Whom,-11.726
sure a,-11.726
sure all,-11.726
sure because,-11.726
sure carry,-11.726
sure continued,-11.726
sure did,-11.726
sure from,-11.726
sure grandmama,-11.726
sure had,-11.726
sure has,-11.726
sure have,-11.726
sure in,-11.726
sure just,-11.726
sure ma,-11.726
sure must,-11.726
sure my,-11.726
sure myself,-11.726
sure neither,-11.726
sure nobody,-11.726
sure not,-11.726
sure personally,-11.726
sure poor,-11.726
sure rather,-11.726
sure replied,-11.726
sure sir,-11.726
sure so,-11.726
sure something,-11.726
sure standing,-11.726
sure was,-11.726
sure whenever,-11.726
two Charles,-11.727
two Gilberts,-11.727
two I,-11.727
two Marianne,-11.727
two Mr,-11.727
two advantages,-11.727
two all,-11.727
two applications,-11.727
two back,-11.727
two bad,-11.727
two before,-11.727
two beings,-11.727
two beyond,-11.727
two blinded,-11.727
two can,-11.727
two characters,-11.727
two circumstances,-11.727
two cousins,-11.727
two dead,-11.727
two decisive,-11.727
two disinterested,-11.727
two distinct,-11.727
two divisions,-11.727
two drawing,-11.727
two elderly,-11.727
two entire,-11.727
two evenings,-11.727
two everything,-11.727
two fair,-11.727
two fathers,-11.727
two first,-11.727
two for,-11.727
two grown,-11.727
two had,-11.727
two hearts,-11.727
two houses,-11.727
two in,-11.727
two inns,-11.727
two interrupted,-11.727
two is,-11.727
two latest,-11.727
two leading,-11.727
two lines,-11.727
two little,-11.727
two lower,-11.727
two maids,-11.727
two may,-11.727
two meetings,-11.727
two might,-11.727
two mothers,-11.727
two natural,-11.727
two new,-11.727
two opinions,-11.727
two others,-11.727
two pages,-11.727
two pair,-11.727
two parlours,-11.727
two preceding,-11.727
two present,-11.727
two pretty,-11.727
two private,-11.727
two rational,-11.727
two recommendations,-11.727
two s,-11.727
two sides,-11.727
